geneID	geneName	num	ratio
ENSG00000186522.10	SEPT10	1	0.0008888888888888889
ENSG00000141664.5	ZCCHC2	1	0.0008888888888888889
ENSG00000100697.10	DICER1	1	0.0008888888888888889
ENSG00000115904.8	SOS1	1	0.0008888888888888889
ENSG00000197779.9	ZNF81	1	0.0008888888888888889
ENSG00000152455.11	SUV39H2	1	0.0008888888888888889
ENSG00000109920.8	FNBP4	1	0.0008888888888888889
ENSG00000259314.1	CTD-3065B20.3	1	0.0008888888888888889
ENSG00000127022.10	CANX	1	0.0008888888888888889
ENSG00000126787.8	DLGAP5	1	0.0008888888888888889
ENSG00000145332.9	KLHL8	1	0.0008888888888888889
ENSG00000133858.11	ZFC3H1	1	0.0008888888888888889
ENSG00000132824.9	SERINC3	1	0.0008888888888888889
ENSG00000154814.9	OXNAD1	1	0.0008888888888888889
ENSG00000177311.6	ZBTB38	1	0.0008888888888888889
ENSG00000113845.5	TIMMDC1	1	0.0008888888888888889
ENSG00000123124.9	WWP1	1	0.0008888888888888889
ENSG00000106771.8	TMEM245	1	0.0008888888888888889
ENSG00000116675.11	DNAJC6	1	0.0008888888888888889
ENSG00000121152.5	NCAPH	1	0.0008888888888888889
ENSG00000198087.7	CD2AP	1	0.0008888888888888889
ENSG00000082898.12	XPO1	1	0.0008888888888888889
ENSG00000187627.10	RGPD1	1	0.0008888888888888889
ENSG00000136738.10	STAM	1	0.0008888888888888889
ENSG00000165359.10	DDX26B	1	0.0008888888888888889
ENSG00000073712.9	FERMT2	1	0.0008888888888888889
ENSG00000108684.10	ASIC2	1	0.0008888888888888889
ENSG00000113712.12	CSNK1A1	1	0.0008888888888888889
ENSG00000109320.7	NFKB1	1	0.0008888888888888889
ENSG00000249859.3	PVT1	1	0.0008888888888888889
ENSG00000116266.6	STXBP3	1	0.0008888888888888889
ENSG00000113368.7	LMNB1	1	0.0008888888888888889
ENSG00000173085.9	COQ2	1	0.0008888888888888889
ENSG00000116350.11	SRSF4	1	0.0008888888888888889
ENSG00000184047.11	DIABLO	1	0.0008888888888888889
ENSG00000265257.1	RP11-21J18.1	1	0.0008888888888888889
ENSG00000117569.14	PTBP2	1	0.0008888888888888889
ENSG00000132478.5	UNK	1	0.0008888888888888889
ENSG00000077713.14	SLC25A43	1	0.0008888888888888889
ENSG00000082438.11	COBLL1	1	0.0008888888888888889
ENSG00000008083.9	JARID2	1	0.0008888888888888889
ENSG00000081803.11	CADPS2	1	0.0008888888888888889
ENSG00000151694.8	ADAM17	1	0.0008888888888888889
ENSG00000213585.6	VDAC1	1	0.0008888888888888889
ENSG00000116161.13	CACYBP	1	0.0008888888888888889
ENSG00000148200.12	NR6A1	1	0.0008888888888888889
ENSG00000132670.16	PTPRA	1	0.0008888888888888889
ENSG00000261115.1	TMEM178B	1	0.0008888888888888889
ENSG00000241361.4	SLC25A24P1	1	0.0008888888888888889
ENSG00000105778.13	AVL9	1	0.0008888888888888889
ENSG00000162923.10	WDR26	1	0.0008888888888888889
ENSG00000133318.9	RTN3	1	0.0008888888888888889
ENSG00000228782.3	MRPL45P2	1	0.0008888888888888889
ENSG00000204130.8	RUFY2	1	0.0008888888888888889
ENSG00000186001.8	LRCH3	1	0.0008888888888888889
ENSG00000007392.12	LUC7L	1	0.0008888888888888889
ENSG00000177694.10	NAALADL2	1	0.0008888888888888889
ENSG00000066027.7	PPP2R5A	1	0.0008888888888888889
ENSG00000087365.10	SF3B2	1	0.0008888888888888889
ENSG00000141449.10	GREB1L	1	0.0008888888888888889
ENSG00000124177.10	CHD6	1	0.0008888888888888889
ENSG00000129187.10	DCTD	1	0.0008888888888888889
ENSG00000254929.2	RP11-144G6.12	1	0.0008888888888888889
ENSG00000165568.13	AKR1E2	1	0.0008888888888888889
ENSG00000198399.10	ITSN2	1	0.0008888888888888889
ENSG00000035681.3	NSMAF	1	0.0008888888888888889
ENSG00000102580.10	DNAJC3	1	0.0008888888888888889
ENSG00000234518.1	PTGES3P1	1	0.0008888888888888889
ENSG00000101639.14	CEP192	1	0.0008888888888888889
ENSG00000269955.2	LUC7L2	1	0.0008888888888888889
ENSG00000138756.13	BMP2K	1	0.0008888888888888889
ENSG00000173406.11	DAB1	1	0.0008888888888888889
ENSG00000153317.10	ASAP1	1	0.0008888888888888889
ENSG00000170776.15	AKAP13	1	0.0008888888888888889
ENSG00000180530.5	NRIP1	1	0.0008888888888888889
ENSG00000114098.13	ARMC8	1	0.0008888888888888889
ENSG00000005889.11	ZFX	1	0.0008888888888888889
ENSG00000099282.5	TSPAN15	1	0.0008888888888888889
ENSG00000108651.5	UTP6	1	0.0008888888888888889
ENSG00000101003.8	GINS1	1	0.0008888888888888889
ENSG00000180574.3	EIF2S3L	1	0.0008888888888888889
ENSG00000165671.14	NSD1	1	0.0008888888888888889
ENSG00000115966.12	ATF2	1	0.0008888888888888889
ENSG00000165732.8	DDX21	1	0.0008888888888888889
ENSG00000159147.13	DONSON	1	0.0008888888888888889
ENSG00000110066.10	SUV420H1	1	0.0008888888888888889
ENSG00000138101.14	DTNB	1	0.0008888888888888889
ENSG00000270106.1	TSNAX-DISC1	1	0.0008888888888888889
ENSG00000135749.14	PCNXL2	1	0.0008888888888888889
ENSG00000138750.10	NUP54	1	0.0008888888888888889
ENSG00000177119.11	ANO6	1	0.0008888888888888889
ENSG00000156026.10	MCU	1	0.0008888888888888889
ENSG00000101464.6	PIGU	1	0.0008888888888888889
ENSG00000197555.5	SIPA1L1	1	0.0008888888888888889
ENSG00000204177.6	BMS1P1	1	0.0008888888888888889
ENSG00000198938.2	MT-CO3	1	0.0008888888888888889
ENSG00000049130.9	KITLG	1	0.0008888888888888889
ENSG00000137161.12	CNPY3	1	0.0008888888888888889
ENSG00000115504.10	EHBP1	1	0.0008888888888888889
ENSG00000132394.6	EEFSEC	1	0.0008888888888888889
ENSG00000237515.6	SHISA9	1	0.0008888888888888889
ENSG00000146872.13	TLK2	1	0.0008888888888888889
ENSG00000004487.11	KDM1A	1	0.0008888888888888889
ENSG00000196776.10	CD47	1	0.0008888888888888889
ENSG00000157741.10	UBN2	1	0.0008888888888888889
ENSG00000138061.7	CYP1B1	1	0.0008888888888888889
ENSG00000101413.7	RPRD1B	1	0.0008888888888888889
ENSG00000106804.6	C5	1	0.0008888888888888889
ENSG00000249437.3	NAIP	1	0.0008888888888888889
ENSG00000222011.4	FAM185A	1	0.0008888888888888889
ENSG00000141198.9	TOM1L1	1	0.0008888888888888889
ENSG00000065328.12	MCM10	1	0.0008888888888888889
ENSG00000214944.5	ARHGEF28	1	0.0008888888888888889
ENSG00000117461.10	PIK3R3	1	0.0008888888888888889
ENSG00000125846.11	ZNF133	1	0.0008888888888888889
ENSG00000050748.13	MAPK9	1	0.0008888888888888889
ENSG00000065883.10	CDK13	1	0.0008888888888888889
ENSG00000136754.12	ABI1	1	0.0008888888888888889
ENSG00000159459.7	UBR1	1	0.0008888888888888889
ENSG00000164329.9	PAPD4	1	0.0008888888888888889
ENSG00000099219.9	ERMP1	1	0.0008888888888888889
ENSG00000101745.11	ANKRD12	1	0.0008888888888888889
ENSG00000091732.11	ZC3HC1	1	0.0008888888888888889
ENSG00000158636.12	C11orf30	1	0.0008888888888888889
ENSG00000133424.16	LARGE	1	0.0008888888888888889
ENSG00000055332.12	EIF2AK2	1	0.0008888888888888889
ENSG00000197111.11	PCBP2	1	0.0008888888888888889
ENSG00000174928.11	C3orf33	1	0.0008888888888888889
ENSG00000100206.5	DMC1	1	0.0008888888888888889
ENSG00000118454.8	ANKRD13C	1	0.0008888888888888889
ENSG00000130856.11	ZNF236	1	0.0008888888888888889
ENSG00000114861.14	FOXP1	1	0.0008888888888888889
ENSG00000173575.14	CHD2	1	0.0008888888888888889
ENSG00000069275.12	NUCKS1	1	0.0008888888888888889
ENSG00000014824.9	SLC30A9	1	0.0008888888888888889
ENSG00000142197.8	DOPEY2	1	0.0008888888888888889
ENSG00000167325.10	RRM1	1	0.0008888888888888889
ENSG00000100462.11	PRMT5	1	0.0008888888888888889
ENSG00000147676.9	MAL2	1	0.0008888888888888889
ENSG00000076003.4	MCM6	1	0.0008888888888888889
ENSG00000113300.7	CNOT6	1	0.0008888888888888889
ENSG00000156515.17	HK1	1	0.0008888888888888889
ENSG00000137871.15	ZNF280D	1	0.0008888888888888889
ENSG00000145293.10	ENOPH1	1	0.0008888888888888889
ENSG00000131508.11	UBE2D2	1	0.0008888888888888889
ENSG00000090487.6	SPG21	1	0.0008888888888888889
ENSG00000166575.12	TMEM135	1	0.0008888888888888889
ENSG00000272369.1	RP11-446N19.1	1	0.0008888888888888889
ENSG00000116489.8	CAPZA1	1	0.0008888888888888889
ENSG00000156011.12	PSD3	1	0.0008888888888888889
ENSG00000153975.5	ZUFSP	1	0.0008888888888888889
ENSG00000153310.14	FAM49B	1	0.0008888888888888889
ENSG00000166471.6	TMEM41B	1	0.0008888888888888889
ENSG00000099942.8	CRKL	1	0.0008888888888888889
ENSG00000206527.5	PTPLB	1	0.0008888888888888889
ENSG00000093167.13	LRRFIP2	1	0.0008888888888888889
ENSG00000135837.11	CEP350	1	0.0008888888888888889
ENSG00000172954.9	LCLAT1	1	0.0008888888888888889
ENSG00000091831.17	ESR1	1	0.0008888888888888889
ENSG00000165819.7	METTL3	1	0.0008888888888888889
ENSG00000136636.8	KCTD3	1	0.0008888888888888889
ENSG00000149346.10	SLX4IP	1	0.0008888888888888889
ENSG00000070756.9	PABPC1	1	0.0008888888888888889
ENSG00000095203.10	EPB41L4B	1	0.0008888888888888889
ENSG00000108061.7	SHOC2	1	0.0008888888888888889
ENSG00000148925.6	BTBD10	1	0.0008888888888888889
ENSG00000139133.2	ALG10	1	0.0008888888888888889
ENSG00000099284.9	H2AFY2	1	0.0008888888888888889
ENSG00000132141.9	CCT6B	1	0.0008888888888888889
ENSG00000104218.9	CSPP1	1	0.0008888888888888889
ENSG00000005100.8	DHX33	1	0.0008888888888888889
ENSG00000115109.9	EPB41L5	1	0.0008888888888888889
ENSG00000130559.14	CAMSAP1	1	0.0008888888888888889
ENSG00000168405.10	CMAHP	1	0.0008888888888888889
ENSG00000124224.12	PPP4R1L	1	0.0008888888888888889
ENSG00000186638.11	KIF24	1	0.0008888888888888889
ENSG00000132323.4	ILKAP	1	0.0008888888888888889
ENSG00000123473.11	STIL	1	0.0008888888888888889
ENSG00000066382.12	MPPED2	1	0.0008888888888888889
ENSG00000203666.8	EFCAB2	1	0.0008888888888888889
ENSG00000173933.15	RBM4	1	0.0008888888888888889
ENSG00000150907.6	FOXO1	1	0.0008888888888888889
ENSG00000012983.7	MAP4K5	1	0.0008888888888888889
ENSG00000122779.12	TRIM24	1	0.0008888888888888889
ENSG00000090863.7	GLG1	1	0.0008888888888888889
ENSG00000196644.8	GPR89C	1	0.0008888888888888889
ENSG00000138346.10	DNA2	1	0.0008888888888888889
ENSG00000260528.2	FAM157C	1	0.0008888888888888889
ENSG00000163468.10	CCT3	1	0.0008888888888888889
ENSG00000229358.3	DPY19L1P1	1	0.0008888888888888889
ENSG00000250421.1	RP11-83M16.6	1	0.0008888888888888889
ENSG00000132549.14	VPS13B	1	0.0008888888888888889
ENSG00000160218.8	TRAPPC10	1	0.0008888888888888889
ENSG00000084623.7	EIF3I	1	0.0008888888888888889
ENSG00000114062.13	UBE3A	1	0.0008888888888888889
ENSG00000196712.12	NF1	1	0.0008888888888888889
ENSG00000169570.5	DTWD2	1	0.0008888888888888889
ENSG00000132388.8	UBE2G1	1	0.0008888888888888889
ENSG00000196911.5	KPNA5	1	0.0008888888888888889
ENSG00000004766.11	CCDC132	1	0.0008888888888888889
ENSG00000140743.3	CDR2	1	0.0008888888888888889
ENSG00000089123.11	TASP1	1	0.0008888888888888889
ENSG00000224020.1	MIR181A2HG	1	0.0008888888888888889
ENSG00000147996.12	CBWD5	1	0.0008888888888888889
ENSG00000188352.8	FOCAD	1	0.0008888888888888889
ENSG00000087502.13	ERGIC2	1	0.0008888888888888889
ENSG00000248125.1	CTB-73N10.1	1	0.0008888888888888889
ENSG00000166947.7	EPB42	1	0.0008888888888888889
ENSG00000183576.8	SETD3	1	0.0008888888888888889
ENSG00000145416.9	MARCH1	1	0.0008888888888888889
ENSG00000177565.11	TBL1XR1	1	0.0008888888888888889
ENSG00000100461.13	RBM23	1	0.0008888888888888889
ENSG00000140987.15	ZSCAN32	1	0.0008888888888888889
ENSG00000237877.2	AC097500.2	1	0.0008888888888888889
ENSG00000105821.10	DNAJC2	1	0.0008888888888888889
ENSG00000136811.12	ODF2	1	0.0008888888888888889
ENSG00000048991.12	R3HDM1	1	0.0008888888888888889
